"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Network Level Measures and common security measures",1,"partha117",2,"Network Level Measures","Multi-prong Standard Process","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Both client and server side.",1,"partha117",1,"Token-based Authentication","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","1. Spring Security",1,"partha117",1,"Dependent on framework","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","As we are regulated by Bangladesh Bank as a payment processing platform, we need to maintain certain security compliance which cannot be disclosed here. The security compliance is similar to the PCI DSS compliance which I can say.",1,"partha117",1,"Multi-prong Standard Process","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","PA-DSSs, p2pe",1,"partha117",2,"Encryption at Various Levels","Multi-prong Standard Process","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","by doing security/penetration testing",1,"partha117",1,"Using Tools","<eol>"
"","As our product is still under development, no thought has gone into security of the product yet.",1,"partha117",1,"Nothing","<eol>"
"","Coding efficiently",1,"partha117",1,"Dependent on framework","<eol>"
"","Local LAN & VCS server",1,"partha117",1,"Network Level Measures","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","by not disclosing code base",1,"partha117",1,Did not responded,"<eol>"
"","By careful desigining",1,"partha117",1,"Multi-prong Standard Process","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Using OAuth2 protocol.",1,"partha117",1,"OAuth2 Protocol","<eol>"
"","I don't have to worry about it",1,"partha117",1,"Nothing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","network security control, identity and access managemen,  password encryption, using latest technology",1,"partha117",3,"Network Level Measures","OAuth2 Protocol","Encryption at Various Levels","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
