"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","using better codes and better servers",1,"partha117",2,"Using better codes/practices","Upgraded infrastructure","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes.",1,"partha117",1,"Nothing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","1. User feedback 2. Performance monitoring tools",1,"partha117",2,"Performance monitoring tools","User Feedback","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","There are automated integration tests for main features. However, the others are mostly tested manually.",1,"partha117",1,"Testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","User feedback",1,"partha117",1,"User Feedback","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","regular rechecking/running of automation scripts as a automation tester",1,"partha117",2,"Performance monitoring tools","Testing","<eol>"
"","The code quality is assessed by the different team members during code review, followed by designing new ways to solve issues in the product that are time-intensive.",1,"partha117",1,"Code review","<eol>"
"","Coding efficiently",1,"partha117",1,"Using better codes/practices","<eol>"
"","By rigorous testing & checking performance testing",1,"partha117",1,"Testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","By Testing",1,"partha117",1,"Testing","<eol>"
"","By careful designing",1,"partha117",1,"Efficient designing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Using different Optimization tools",1,"partha117",1,"Performance monitoring tools","<eol>"
"","Good Caching",1,"partha117",1,"Caching techonology","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Fixing bug, customer feedback, change or modify existing framework",1,"partha117",1,"User Feedback","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","take help of different performance monitoring tools and dashboard, analyzed data , measure time and memory efficiency of process",1,"partha117",1,"Performance monitoring tools","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Writing proper code",1,"partha117",1,"Using better codes/practices","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Implementation time carefulness and maintaining a well developed coding standard",1,"partha117",2,"Efficient designing","Using better codes/practices","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Optimizing number of HTTP requests, Asynchronous programming, Caching, CDN, Load Balancing, nginx, varnish, compression of data, Continuous monitoring, Load testing, stress testing",1,"partha117",4,"Performance monitoring tools","Testing","Load balancing","Caching techonology","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Appropriate Algorithms and Design Patterns",1,"partha117",1,"Efficient designing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","As a front-end developer I use some tools like pug, sass, babel transpiler for less code and more output of HTML, CSS and JS works. These are allow me to easily maintain and scale codes.",1,"partha117",1,"Using better codes/practices","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Actually if the loading time is not much high, I don't check performance issue. But if it does, I analyze my sites with chrome debugger and online tools and try to fix the issues if clients are willing to pay for that.",1,"partha117",1,"Performance monitoring tools","<eol>"
"","Optimization, stability,",1,"partha117",1,"Performance monitoring tools","<eol>"
"","Load Testing",1,"partha117",1,"Testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","We review the codes and perform load testing based on the importance of the feature.",1,"partha117",1,"Code review","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","efficiency in all levels",1,"partha117",2,"Efficient designing","Using better codes/practices","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Runtime and flash size",1,"partha117",2,"Performance monitoring tools","Upgraded infrastructure","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Continuous feedback from clients and QA team",1,"partha117",1,"User Feedback","<eol>"
"","continuous monitoring",1,"partha117",1,"Performance monitoring tools","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","By maintaining good practices, through repeated inspection and upgradation until the performance meets the expectation.",1,"partha117",2,"Efficient designing","Using better codes/practices","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","By writing clean code and applying appropriate design pattern.",1,"partha117",2,"Efficient designing","Using better codes/practices","<eol>"
"","Yes",1,"partha117",1,"Nothing","<eol>"
