"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","using better codes and better data structures",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Following certain design patterns",1,"partha117",1,"Following design patterns","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","We follow the micro-service architecture. In a nutshell, we scale up the module vertically which is necessary. We use docker along with Jenkins for automatic deployments and scaling.",1,"partha117",2,"Emphasizing on architecture","Container Technology","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","AWS",1,"partha117",1,"Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","following flexible framework which allows better scalability",1,"partha117",1,"Using SDK/framework","<eol>"
"","Besides scaling horizontally, database scaling is performed by partitioning tables, along with multi-threaded implementations.",1,"partha117",2,"Using Cloud Services","Database optimization","<eol>"
"","Coding efficiently",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Utilizing Reactive strategy we ensure scalability",1,"partha117",1,"Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","By following some design patterns",1,"partha117",1,"Following design patterns","<eol>"
"","During design phase and providing sufficient machines",1,"partha117",1,"Following design patterns","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","We work in a client project. User of this system is not very large. So, there is not much priority on scalability",1,"partha117",1,"Emphasizing on architecture","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Using AWS Elastic Load Balancer",1,"partha117",1,"Using Cloud Services","<eol>"
"","I don't need it for my project",1,"partha117",1,"Nothing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","load testng, user experience",1,"partha117",1,"Load testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","through load testing and load simulation.",1,"partha117",1,"Load testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Doing proper code.",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","During implementation we always keep in mind about the scaling factor",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Micro-service architecture, loosely coupled system, avoiding single point of failure, propee caching, DB indexing, Logging errors & warnings, Asynchronous programming, Cloud services (AWS / Azure)",1,"partha117",3,"Emphasizing on architecture","Database optimization","Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Best Practices",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","In serverside we use Varnish Redis Catch Server to deliver file/data to client faster. Some time we have to use Database multiple instance with AWS",1,"partha117",2,"Database optimization","Database optimization","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","I try to follow MVC design pattern and implement reusable codes.",1,"partha117",1,"Following design patterns","<eol>"
"","Sincerety and consistent",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","We analyse the capacity of our apis' and find out possible bottlenecks in architecture after consulting with senior team members. We also need to read shortcomings of each technology and decide based on that.",1,"partha117",1,"Load testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Cloud implementation",1,"partha117",1,"Using Cloud Services","<eol>"
"","aws",1,"partha117",1,"Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","proper project planning, standard dev. process and modularise the whole project",1,"partha117",2,"Following design patterns","Efficient Design and Implementation","<eol>"
"","During design",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Through designing APIs and queries accordingly",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","I don't. This is the role of Sr. Software Engineer",1,"partha117",1,"Nothing","<eol>"
"","Yes",1,"partha117",1,"Nothing","<eol>"
"","Big data model, REST API",1,"partha117",1,"Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","By implementing architectural changes and cloud configuration",1,"partha117",2,"Following design patterns","Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","using scalability tools",1,"partha117",2,"Using Cloud Services","Load testing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","microservices, horizontal scaling.",1,"partha117",2,"Using Cloud Services","Emphasizing on architecture","<eol>"
"","Having Idea and validate that the product will fit the market, defining project goals and product requirements, Choosing the right methodology, Choosing the right technical decision, Version release and getting feedback from client.",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","We used Docker technology",1,"partha117",1,"Container Technology","<eol>"
"","Application is on REST service layer",1,"partha117",1,"Efficient Design and Implementation","<eol>"
"","Auto-scaling",1,"partha117",1,"Using Cloud Services","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","De coupling",1,"partha117",1,"Emphasizing on architecture","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Microservice Oriented",1,"partha117",1,"Emphasizing on architecture","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Yes",1,"partha117",1,"Nothing","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","1. Get the basics down. 2. Automate Everything. 6. Excuse yourself.",1,"partha117",2,"Using Cloud Services","<eol>"
