"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","defined instructions",1,"partha117",1,"Managerial Skill","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Pay Raise",1,"partha117",1,"Facility Improvement","<eol>"
"","1. Strong grasp on the requirements before assigning me to a project 2. Maintain informed and feasible deadlines",1,"partha117",2,"Managerial Skill","Managerial Skill","<eol>"
"","To supervise and to advise to follow specific career plan",1,"partha117",1,"Mentoring","<eol>"
"","Requirement analysis",1,"partha117",1,"Managerial Skill","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Responsible attitude",1,"partha117",1,"Responsibility","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Should be technically active",1,"partha117",1,"Sound technical knowledge","<eol>"
"","I would expect the manager to delegate the requirements after complete research on the design and approach of the implementation. Developers should not be expected to do multiple tasks at the same time. They work to develop the product and ensure it fits ...",1,"partha117",2,"Managerial Skill","Responsibility","<eol>"
"","understand the difficulty of the task I am performing",1,"partha117",1,"Being Reasonable","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","no micro management.",1,"partha117",1,"Proper Behavioral Manner","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","proper workload and appreciation.",1,"partha117",2,"Managerial Skill","Did not responded","<eol>"
"","Be flexible about technical tools and softwares",1,"partha117",1,"Flexibility of Technology","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","1st one was very helpful and helped directly to meet deadline. 2nd one was helpful but didn't help directly. 3rd one was not so helpful.",1,"partha117",2,"Being Reasonable","Mentoring","<eol>"
"","Proper understanding of complexity of assigned tasks and no irrational demand",1,"partha117",3,"Being Reasonable","Sound technical knowledge","Managerial Skill","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Less shuffling between teams",1,"partha117",1,"Inter personal skill","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Well Behaved and Proper Project Timeline",1,"partha117",2,"Managerial Skill","Proper Behavioral Manner","<eol>"
"","Strong Intuition, flexibility",1,"partha117",1,"Flexibility of Technology","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Did not responded.",1,"partha117",1,"Did not responded","<eol>"
"","Be more open to suggestions.",1,"partha117",1,"Being Reasonable","<eol>"
